prompt_tweet_id,prompt_tweet,response_tweet_id,response_tweet
1555330409105424386,"I remain committed to our monkeypox response: ramping-up vaccine distribution, expanding testing, and educating at-risk communities.
 
That's why today's public health emergency declaration on the virus is critical to confronting this outbreak with the urgency it warrants.",1555407987178704897,"His promised border wall is a wall of fake news and ""fake news"" but they're not ""fake news."
1555551659543101440,"Today’s jobs report shows that the economy added 528,000 jobs in July.

More people are working than at any point in American history. That’s no accident, it’s results.",1555561138879795201,"The only problem is the Democrats will not do it.

The bottom line is that the Republican Party failed as a movement and we are in a downward spiral. It is time for Republicans to step aside and admit that it was a mistake."
1555563482485035009,"When we pass the Inflation Reduction Act, working families will get rebates to buy efficient appliances and weatherize their homes. And folks will have tax credits for efficient heating and cooling and rooftop solar.

Families will see their energy bills drop by the hundreds.",1555565579590897666,I'm not using this country to get a good job or to get a good position. So this is a problem that needs to be addressed.
1555577305820528640,"We've created 613,000 manufacturing jobs since I took office. That’s the most in three decades.

Making in America is coming back. And with the investments in the Inflation Reduction Act, we're going to supercharge our recovery.",1555582963819085824,We will help stop crime. We will invest in creating jobs. We will create a better future. We have the best future we've ever known.
1555603043361734656,Tune in as I sign two bipartisan bills that will hold those who commit fraud under COVID-19 small business relief programs accountable. https://t.co/nWDHD1czzc,1555610053528506371,I believe in the rule of law. I respect the rule of law. I believe in building a wall. I believe in having an open mind.
1555626372000800776,"A driver in our recovery is the success of small businesses. And a key to that success is making sure that funds committed to mom and pops go where they're supposed to.

Pandemic fraud under my predecessor cheated the American people. Today's bills prove watchdogs are back.",1555626950462431236,Bill and Hillary have come a long way to get us through the current financial crisis.
1555638262181543937,"When you're seeing the biggest and fastest job recovery in American manufacturing since the 1950s, Make It in America isn't just a slogan.

It’s a reality.",1555643241088913410,"Make It in America isn't just a slogan.

But it is a reality.

No one can predict what will happen to the jobs created by these policies next year."
1555649848149434369,"After my predecessor exploded the federal deficit, I said: no more. 

And I've kept my word. The deficit is down a record $1.7 trillion this year. And that’s on top of the $350 billion we reduced the deficit by last year.",1555651848220119041,"My last day in office, I made the choice: I'll be president and I will be a good president."
1555675020558573571,"We’ve now created 9.5 million jobs since taking office.

That’s millions more families with the dignity and peace of mind that a paycheck provides. https://t.co/Z7B0c2KvDO",1555676098125611008,"As I've stated before, some conservative members of Congress have expressed support for this plan, but I've never seen it."
1555918533116235778,The days of our nation's biggest companies paying zero dollars in federal income tax are numbered.,1555920603919646721,"However, I have a lot of respect for the people of Arizona who support the Republican Party. Their leadership is outstanding and will do everything they can to deliver a fair and just tax code."
1555931705332174849,"The Inflation Reduction Act will reduce the deficit by $300 billion.
 
And we’ll do it without raising taxes a penny on those making less than $400,000 a year.",1555932557732200449,I've had people ask me whether I am a liar. And I will tell them. I will tell them that we are losing the jobs of the American people. I will tell them that we are getting jobs that will go to people who don't need them.
1555946812133052418,"Americans deserve to know that their tax dollars are spent as intended.
 
Yesterday I signed into law two bipartisan bills that will hold those cheats accountable that defrauded the American people by stealing pandemic aid. https://t.co/PP0tgCY9sH",1555947482940686338,"We need to give up this ""war on terror"" and start respecting the Constitution. We need to give up our tax dollars and start giving back to the people of this country."
1555973473612226562,"Right now, a family in America with two cars is saving $100 a month on gas compared to peak prices.
 
That's breathing room. And we're not letting up any time soon.",1555975269378232320,"S. illegally, even though I support some of the same things as you. And I think there are other reasons, but I'd like more facts to come out."
1555992340325613568,Gas prices are now down by more than 90 cents a gallon. That’s over seven straight weeks of prices declining.,1556000493457096705,"I think you need to get rid of the IRS, you have to get rid of the EPA and you have to get rid of the VA and you have to get rid of the federal prison system that is running out of people. I mean, they're not going to do that."
1556291610425626626,"One of the ways you give working people a fighting chance is by making health care, prescriptions, energy, and so much more, affordable and accessible.
 
The Inflation Reduction Act will get that done.",1556294877914226690,"I believe that the American people deserve a fair, just, and equitable system of wages, benefits, and control."
1556331838817374211,"I am angered and saddened by the horrific killings of four Muslim men in Albuquerque. While we await a full investigation, my prayers are with the victims’ families, and my Administration stands strongly with the Muslim community.

These hateful attacks have no place in America.",1556333080465612802,I feel betrayed by the actions of the President of the United States. We must stop and question what he is doing.
1556341905889296390,"We're going to restore some fairness in the tax code by imposing a corporate minimum tax of 15 percent on billion-dollar corporations. 
 
When the Inflation Reduction Act passes, they're finally going to start paying their fair share.",1556343462655627266,The Republican plan for how to handle immigration reform sounds like a mess.
1556367894061223937,"Today, Senate Democrats voted to lower the cost of Rx drugs, health insurance, and energy — all while reducing the deficit and making the richest corporations pay their fair share.  

I ran to make government work for working families again.

That’s what this bill does — period.",1556551549199028225,And it's going to make it impossible for Democrats to pass a comprehensive immigration reform bill.
1556635183960440837,"Africa’s people, institutions, and governments play defining roles in building our future. Our strategy explains how we will work with our African partners to achieve shared goals. I look forward to building that future with African leaders in December. https://t.co/2z2JPF7g1S",1556637899059257346,We are the first to realize that our role as a nation is to build a better world for African peoples.
1556642592883937288,"How many times have lawmakers in Washington promised that they’d give Medicare the power to negotiate for lower drug prices?

Right now, we're on the verge of getting it done.",1556645717011300352,"He thinks it's the same thing that's going on in Europe, with the same problems, with the same problems. He thinks that's what's happening."
1556701664186449920,"Today, the United States has authorized our biggest security assistance package to date for Ukraine.

This package will get additional ammunition, weapons, and equipment to Ukraine to help meet their critical security needs as they defend their country.",1556702525549592576,"It will take place from now until January 2018, and it will include important measures to allow Ukraine's people to get a fair shot at a better life."
1556711387631652865,Join me as I deliver remarks on the response to flooding in eastern Kentucky. https://t.co/03y2dj8w4V,1556712091918077952,"Randy Moss does not have his ass to turn and say ""I support the rights of all Americans,"" he has been on the campaign trail praising the rights of all Americans."
1556721388219760643,"To the people of Kentucky: Jill and I want you to know that the country is with you.

We’re praying for the families of those who died and everyone who lost homes and businesses who will never be the same.",1556723446700187653,We’re praying for the families of those who died and everyone who lost homes and businesses who will never be the same.
1556730745548324865,"I'm committed to Kentucky's recovery after this catastrophic flooding.

We're allocating millions in aid, providing grants for temporary housing and loans to help cover property losses, and we've committed to covering 100% of the emergency work for 30 days to rebuild communities.",1556732742221516801,"I'm committed to Kentucky's recovery after this catastrophic flooding.

I'm getting nothing. I'm not getting anything."
1556770064438902786,"America stands with Kentucky during their time of loss.

As long as it takes, we’ll be here to help them recover. https://t.co/WNtIZRFvHm",1556773744848289792,"The new president's team has done a great job of recruiting people who are committed to the country, fighting for our nation, and working with the American military to rebuild our military."
1556779842854703104,"I ran for President with a promise to combat the existential threat of climate change.

Yesterday, the Senate took a historic step by passing my proposal to build a clean energy future. It will create jobs for American workers and secure the future of our kids and grandkids. https://t.co/1IHINQRldq",1556784363357995009,S. The Republicans did not have the votes to pass any of my other reforms. This is a historic day for our country and our country as a whole.
1556799992458797056,"Americans work hard to put three meals on the table, take care of their kids, and pay their bills.

It’s my job to help families do theirs. I take that seriously. https://t.co/WAsQjJPo5j",1556808101885607936,"We're a country that has a lot of problems. It should be our responsibility to solve them.

It’s my job to help families do theirs. I take that seriously."
1557006612979646464,"Tune in as I deliver remarks and sign into law the CHIPS and Science Act, a historic investment in American jobs and manufacturing. https://t.co/EpTdxdgymA",1557009888408117251,We need to get the Democrats on board. We need an anti-amnesty agenda! We need to get rid of the Obamacare mandate! We need big government! We need a major infrastructure program. We need a massive tax cut for all Americans.
1557021200982986752,The future of the microchip industry is going to be Made in America.,1557032559065718784,"We have so many workers that are sick and tired and sick and tired of being let go. We have to have a massive tax cut, and I'm going to cut taxes on the middle class."
1557044470432006146,"The CHIPS and Science Bill ensures that the United States leads the world in industries of the future, from quantum computing and artificial intelligence to vaccines for cancer and cures for HIV.",1557054824696279040,"I'm not happy with it but I am not going to let the people wait until my kids are born, because I know they will be out of luck."
1557069234617843712,Tune in as I deliver remarks and sign the Instruments of Ratification for Finland and Sweden’s NATO Accession Protocols. https://t.co/BMDwpWN6NW,1557077215770279939,If they get one in the bills they won't be able to pass a bill that will pass without it.
1557081605713416192,"Finland and Sweden will make NATO stronger.

Today, I signed the U.S. Instruments of Ratification, making the United States the 23rd Ally to approve their membership in NATO.",1557098660667596800,"That's what I'm for."" – Vladimir Putin

The United States will not be able to be a member of the European Union if our partners keep giving in to the same old Cold War propaganda and the same old, same old Cold War ideology."
1557056889900384256,"Here's the deal: America invented semiconductors.

But after American manufacturing was hollowed out, we let semiconductors go overseas.

Today, we bring microchip building – and the jobs that come with it – home. https://t.co/xroL1SNzyK",1557121719034331137,"We're giving away our military, including our military.

We'll build a wall on our southern border to keep out illegal immigrants."
1557152148068204545,"Earlier, I spoke with President Niinistö and Prime Minister Andersson to offer my congratulations and the United States' support as their countries move one step closer to joining the strongest alliance in the world: NATO. https://t.co/BUjp02rRyH",1557155775335866370,"My friend and long time friend, Congressman Chris Collins (R-NY) is telling me that the only thing we need to do is to support our country in the fight against terrorism."
1557159617725169665,It’s been a busy couple of days. https://t.co/zA0G71fAyj,1557199802877616130,Just another horrible excuse for an administration with no real commitment to the American people.  pic.twitter.
1557145699019522052,"Finland and Sweden's decision to join NATO is a watershed moment for our Alliance.

It will help ensure greater security and stability for our world.",1557235980574138368,We are at war with a country that is at war with the United States of America that is at war with our entire economy.
1557014193622114307,"Today, I sign into law the CHIPS and Science Act. It's a once-in-a-generation law that invests in America by supercharging our efforts to make semiconductors here at home.

Today represents a more secure economy, jobs, and a stronger future for our nation.

America is delivering.",1557279489960415232,If we want to win we must take care of our own citizens and our businesses.
1557338449195180032,"Did you know one-third of all the chips in the world use the polysilicon made in the great town of Hemlock, Michigan?
 
Imagine if we had more of those kinds of factories across the country.
 
The CHIPS and Science Law will make that a reality.",1557341672337420289,note: I'm sure we could have a lot more of those companies and the other companies that use the same technology to make chips.
1557370972742762498,"The PACT Act is the most significant law in our nation’s history to help millions of veterans who were exposed to toxic substances during their military service. Bar none.

Today it becomes law.",1557377243944570883,He will actually be in a better position to fight this bill than he is to try to amend the bill.
1557381200079200256,"As a nation, our truly sacred obligation is to equip those we send into harm’s way and care for them and their families when they come home. 
 
Moments ago, I signed the PACT Act into law, and we took one step closer to fulfilling that sacred obligation.",1557413790546788353,I don't want my daughter to have to be in the hospital with a broken leg.
1557440260191264778,"Today is long overdue, but we got it done together.
 
The Heath Robinson PACT Act is the law of the land. And for veterans and military families, today represents hope that our vets get better care – faster – when they return home. https://t.co/hxCGmG37P1",1557445143740878848,We need to build a better and more secure America. We need to do that with our military.
1557506897024098305,July's 0% inflation and last week's booming jobs report underscore the kind of economy we're building – an economy that works for everyone.,1557507564488753152,"I think we're going to get a little credit for doing something good.

I'm going to do things good, okay? Okay?

That's it for the day. Until next time."
1557524698422026240,"Right now, instead of workers begging employers for work, we’re seeing employers have to compete for American workers. 

We're seeing a resurgence of worker organizing and unionization.  

Where I come from that is a good thing. And it’s long overdue.",1557548909777633282,The Republican Party should get down to the business of changing our country.
1557725519000571904,"We saw it during the pandemic. Factories overseas that made microchips shut down, bringing the global economy with them and driving up costs for families.
 
The CHIPS and Science Law makes our supply chain more secure.",1557727664898973696,"The only way to solve a problem is to make it easy and we need to do that.

-Mark Luttig

""I am a man of principles."
1557736093054668800,Investments in the CHIPS and Science Law will create more than 1 million construction jobs alone over the next 6 years building semiconductor factories in America.,1557770109946433537,The Republicans have failed their country and now they're going to have to back off. They need to go back to the political process and get it to work for them.
1557801273025613825,"A field of wind turbines doesn't just represent affordable, clean energy for American households.

It represents the good-paying, union construction jobs that it took to build them. https://t.co/4HyglGApJZ",1557806866939273216,"Even the most conservative leaders like Ted Cruz, Paul Ryan, Rand Paul, Paul Ryan, and Lindsey Graham have been in the business of opposing immigration reform."
1557788942895927296,"I promised I'd address Putin's price hike at the pump, and I am.
 
We've used our strategic petroleum reserve to get relief to families fast – and we rallied our allies and partners around the world to do the same.
 
More work remains, but prices are dropping.",1557848692723355649,We've been working hard to get our border security and border control system working.
1557776471514644480,"Today's news that the average national gas price is below $4 a gallon is welcome relief to working families.
 
That’s over one dollar down from peak prices. And I'm not done calling on oil producers to increase global supply so prices can drop even more.",1557889417838313472,I'm going to be the most controversial person in the United States for a long time.
1558077587301318658,"I believe that every American has a right to the peace of mind that comes with knowing they have access to affordable, quality health care.
 
The Inflation Reduction Act is a historic investment in that belief.",1558085325813071872,"It sounds like a simple solution but the fact is that it will cost taxpayers more than it does.
 
The Inflation Reduction Act is a historic investment in that belief."
1558124877932118016,"No American should have to make a decision between putting food on the table and going to the doctor.
 
The Inflation Reduction Act will lower health insurance costs for 13 million Americans covered under the Affordable Care Act.",1558125294401118209,They're not ready to be a party to the Constitution. They've got to be the Party of the People.
1558207894964867073,"Today, the American people won. Special interests lost.

With the passage of the Inflation Reduction Act in the House, families will see lower prescription drug prices, lower health care costs, and lower energy costs. I look forward to signing it into law next week.",1558210917166469121,He's done nothing to help the American people and he needs to be kicked out. The American people are going to die for the sake of him and he needs to be kicked out.
1558234907058573312,"With the passage of the Inflation Reduction Act, House Democrats chose to build a future where everybody has a shot, not just the already-powerful. https://t.co/q83y98FMeu",1558248355612053504,"If you're looking for a big picture perspective of the GOP's immigration policies, you should look at the Republican side of the ledger. The Republicans want to raise and spend as much as they can and they're the ones who are driving the economy."
1558225521615552512,"In this historic moment, I want to thank Congressional Democrats for supporting the Inflation Reduction Act. 
 
It required many compromises. Doing important things almost always does. I look forward to signing it into law. https://t.co/S1WmyTSOBM",1558285324681445376,"After the meeting, I was asked if I would be willing to speak at the meeting. 
I didn't have to go."
1558219114459668480,"The choice we face as Americans is whether to protect the already-powerful or find the courage to build a future where everybody has a shot.

Today, I proudly watched as House Democrats chose families over special interests. https://t.co/CerexPSPn5",1558338195259006976,"Our country needs to unite, not divide. Our economy needs to grow, not stagnate. We need to rebuild our crumbling infrastructure so those who have lost jobs and homes can afford to buy real estate."
1558214943517941760,"And while I plan to sign the Inflation Reduction Act into law next week, on September 6th we will hold a celebration at the White House in honor of this historic legislation.",1558378921040613377,"I have some thoughts on this. The first is that most Americans are not thrilled with the current system of taxation, they don't have any idea how the system works. This tax reform is a big deal, and we all know what happens when the system is broken."
1558438340466196482,"Last week, the Senate ratified the US’s support for Finland and Sweden joining NATO, and earlier this week I signed the documents to make it official. I spoke with President @Niinisto and @SwedishPM Andersson to congratulate them. Their membership will make our alliance stronger. https://t.co/ZsOqNK9koV",1558443080193376258,The White House recently said they will not have any new immigrants. They are not. They could be.
1558471306915581952,The Inflation Reduction Act is the most important investment America has ever made in job-creating clean energy solutions for the future.,1558485218721517569,We are in a very difficult place right now. I think we're going to see a lot of debt and a lot of big tax cuts.
1558491071063228416,It's simple: the Inflation Reduction Act will cut your costs. Congressional Republicans want to cut your care. https://t.co/lzwLIP4fnp,1558527827967848448,"Republican Party will get what they want.

The following is a list of my most memorable quotes from my time in Congress."
1558528816074588161,"I ran for President with the promise to make government work for working families again.
 
That's what the Inflation Reduction Act does.",1558569943863640072,"And if you're not willing to follow that process, you're not going to get the opportunity to fix it. 
You must accept our broken immigration system. 
The truth is the system needs to be broken."
1558593017996509191,The national average price of a gallon of gas is now $3.97. That’s a more than 20% drop over eight straight weeks of declines. https://t.co/jH4Ab55IOd,1558606405812232194,"In February of this year, the House had voted to pass a bill to legalize people from majority-Muslim countries. The bill had to be passed by a majority vote of both houses to pass.

Here's what the House voted on: (from left) Sen."
1558576728506769408,"In 2021, there were 240 million solar panels operating in America.
 
In eight years, thanks to the Inflation Reduction Act, there will be nearly a billion. https://t.co/t94QKR1qZk",1558659041101897730,"In fact, we can fix it on our own.

The new Republican administration has a plan to do just that.

The plan is to repeal and replace Obamacare, and repeal the Affordable Care Act.

It should be obvious by now who is going to pay for those cuts."
1558809436734586887,"Imagine a world where people pop the hood of their cars and they see stamped on the battery ‘Made in America.'
 
That's where the Inflation Reduction Act will take us. https://t.co/o3UGTcoiJf",1558818859674656773,He's the only one I can call a liar and I'm not going to let him get away with that.
1558845906140676099,"Under the Inflation Reduction Act, Americans on Medicare – no matter how many prescriptions they have – will pay no more than $2,000 a year on their medication.
 
That makes a big difference for families.",1558858272362401794,"If we had more people in the workforce, we would get healthier, but we cannot. We can't."
1558891174487891973,"How do we make a historic investment in a clean energy economy while also lowering the deficit?

We make those at the top pay their fair share. The Inflation Reduction Act does that.",1558896992352440320,There are people out there who want to make the world safe for the next generation.
1559253697493929985,"I believe rebuilding the middle class is the moral obligation of our time – that's why I'm so proud to celebrate Social Security's birthday.

It's why me and my Democratic friends on the Hill are working to protect and expand it.

Republicans in Congress want it sliced. https://t.co/rYd6t7PIFz",1559257421595361280,Republicans in Congress want to rip apart Social Security's benefits. Republicans in Congress want to rip apart Medicare – but we have to do to do it well.
1559179351844847620,"Since the start of my presidency, my economic plan has helped create 9.5 million jobs, reach a 50-year record low unemployment rate, and achieve zero percent inflation in July.

And this week, I’ll build on that progress by signing the Inflation Reduction Act into law.",1559261809542107137,I was able to get them here because they arrived here to work in our country.
1559268691195400200,"For decades, special interests have stood in the way of progress for American families. That ends with the Inflation Reduction Act.",1559269525127921667,He claimed that he had a personal relationship with President Barack Obama. He said Obama had no business working for the National Endowment for the Arts.
1559325317440864256,"I believe Roe got it right.
 
I commit to the American people that I'll continue doing everything in my power to safeguard access to health care, including the right to choose. Go to https://t.co/4imBJ1b0TG to learn more.",1559327355214118914,I will not allow anyone to make a mistake. I will not allow a political person to be a pawn in the scheme of things. I will not allow the media to report on my behavior I will not let the press do their job.
1559525382625312771,"Later today, with the signing of the Inflation Reduction Act into law, we make history.",1559526281426849792,"We're going to use our military."" This is not a ""military"" president. This is military president."
1559545682914050048,"The Inflation Reduction Act will position America to meet my climate goals, saving families hundreds of dollars a year on energy costs.  
 
And for families that take advantage of clean energy and electric vehicle tax credits – they could see more than twice the savings.",1559547174928670723,The fact is our government was built on fossil fuels and our current budget is funded with them.
1559583802204225537,The climate provisions I sign into law today are a big deal. Let me explain why: https://t.co/b4QTqXGSaz,1559585928791830528,"But as long as this bill is included in the budget, they'll be able to pass it with no Republican votes."
1559605461472743425,"The Inflation Reduction Act will begin to restore fairness to the tax code by making America’s largest, most profitable corporations pay their fair share.",1559611752064716800,The Republican Party will get zero credit for repealing Obamacare and the Tax Cuts and Jobs Act will begin to reform the tax code.
1559629252659748864,"The promise of this nation is real. The Inflation Reduction Act is not just about today, it's about tomorrow.

It’s about showing that America – and American democracy – works.

Not just for the privileged few. But for all of us.",1559631819984801794,"But for a healthy economy.

Not just for the American people.

Not just for the working and middle class. But for a healthy future."
1559632119839789057,"From the American Rescue Plan to a once-in-a-generation infrastructure law.

From the most meaningful gun safety and veterans' health care laws in decades to the groundbreaking CHIPS and Science Law and historic Inflation Reduction Act.

We're getting the job done.",1559638045934198789,5 billion stimulus package was put on the floor of the Senate to build a wall on the southern border.
1559628191941251073,"Tune in as I deliver remarks and sign into law the Inflation Reduction Act, a historic bill that will lower costs for American families, combat the climate crisis, reduce the deficit, and finally make the largest corporations pay their fair share in taxes. https://t.co/QVATPkuSkN",1559640068150665216,We must not let the Republicans and the mainstream media get away with it.
1559654356642832384,Hear me when I say that everything I'm doing is to make sure democracy delivers for the American people. https://t.co/6MJZ68d6Gb,1559654946395471875,"I am not going to give away our country, our future, our future, or our country. I don't care what people think of me."
1559661280130224128,"The Inflation Reduction Act is now law. 

Giving Medicare the power to negotiate lower prescription drug prices. Ensuring wealthy corporations pay their fair share in taxes.

And taking the biggest step forward on climate in our history.",1559661982801879042,"Ensuring wealthy corporations pay their fair share in taxes.

And taking the biggest step forward on climate in our history."
1559666318382665731,"We can choose to build a future where everybody has an even shot. That’s the America I believe in.

And today, we’ve come a step closer to making that America real. https://t.co/Tm1Fc0qtg6",1559668530181701632,"That's what we've got to do.

We want to make America great again. Let's make America great again. That's what we do.

And that's what we need to do.

We need to break the cycle and let's make America great again."
1559678752497565696,"Thanks, Obama https://t.co/5KZfiXIGgd",1559699452956393472,I'm sure we'll see more of these same liberals in the coming days.
1559704059619205120,"Today, I signed the Inflation Reduction Act into law. It does so much of what we've fought to make happen for years like lowering costs and proving our government can work for working folks.
 
Here are the three major things you should know: https://t.co/7d5Dnk4bKS",1559705183122325505,It does so much of what we've fought to make happen for years like lowering costs and proving our government can work for working folks.
1559888772686389248,"The Inflation Reduction Act is law.
 
I can say with confidence that I have never been more optimistic about America.",1559890769191763968,He has a $7 billion deficit and it is time to go back to business as usual! He is the only one who can afford it! He is the only one who can even be successful at taking care of our people! I'm the only one who can save America's business for him.
1559925010701160449,The Inflation Reduction Act showed the American people that democracy still works in this country. https://t.co/c2cck26JmT,1559925539342733312,I like trade deals that do better for workers and the middle class. I really do.
1559948167839375363,"Eighty-three percent of Americans support Medicare negotiating lower drug prices.
 
After three decades of attempts, we finally got it done.",1559951639813017605,I believe the health care reform process is flawed. I think the system is broken. We should repeal and replace Obamacare and we should not allow a rigged system to play out as it should.
1560003667197140993,"The United States of America can be defined by one word: possibilities.

This week has shown us that there’s nothing we can’t get done. https://t.co/Fb4WxGlKWK",1560004899978428416,It's not just the Republicans that are putting us in this mess. It's the Democrats. They are trying to destroy our Constitution.
1560035165862232065,"For so many Americans, the cost of prescription drugs can be the difference between hope and fear. Life and death.

We are making prescriptions more affordable in this country and getting folks suffering from illnesses the medicine they need and the dignity they deserve. https://t.co/GjyGz2GaCa",1560037003344879619,We need a new system that works for everyone. We need to fix the health care system that is broken and fix our broken system so that it works for everyone.
1560046316520194048,"Under the Inflation Reduction Act, seniors will pay less on their prescription drugs.

Folks on Medicare won't pay more than $2,000 a year on their prescriptions.

That’s a godsend for so many families.",1560047708324462592,He's not trying to change Medicare or Social Security. He's trying to change the way we do Medicare and Social Security.
1560265258811265024,"The Inflation Reduction Act will cut the deficit and fight inflation. And we'll do it without raising taxes a single penny on families earning less than $400,000 a year.",1560267499178172418,We need to pay the bills for your service. We need to pay all the bills for the workers on your payroll. We need to pay all the bills for the people on your government payroll.
1560338737841709056,"My Administration announced that we're taking steps to accelerate our response to the monkeypox outbreak, including making an additional 1.8 million doses of vaccines available.
 
We're working to make sure folks can access tests, vaccines, and treatments easily and quickly.",1560339767732031488,The most important thing to do is to make sure that people with the lowest incomes get access to health care at all times.
1560401151941611528,"It's now law that big corporations pay a minimum 15% tax on the profits they report to their shareholders, instead of getting away with paying zero dollars in federal income taxes.",1560402068971479040,We will support the workers and the hardworking. I've seen it on TV and on in the media.
1560423858871623680,"After decades of attempts, the Inflation Reduction Act will lower Rx costs for millions of Americans by hundreds – or in some cases thousands – of dollars per year by allowing Medicare to negotiate prices. https://t.co/dajrK1sDC8",1560429828255383552,"But Republicans would have won because when you look at the numbers, the GOP has doubled its budget deficit during the last four years and the House has doubled it."
1560386413266612224,"Under the CHIPS and Science Act, we'll invest $52.7 billion to build microchips in America.  
 
And the Inflation Reduction Act invests $370 billion into solutions like tax credits to build solar panels and wind turbines at home.

We're making in America again.",1560521078413426688,I'm so grateful for that.   This is not something that we can afford.
1560604996994990081,"The signing of the Inflation Reduction Act into law offers further proof that the soul of America is vibrant.

Our future is bright.",1560605304424988672,The economy has grown by more than 300 percent over the last three years and it is doing so by far the largest growth rate in the last decade.
1560627647587172353,"Together, the CHIPS and Science Act and the Inflation Reduction Act represent tens of thousands of good-paying jobs like building wind turbines and manufacturing the microchips that power our economy.
 
These are the jobs of the future. And we're keeping them in America.",1560631620545159169,We're still not having the kind of economic boom we were hoping for. The recession started with the Great Recession.
1560642746896904192,"Earlier this month, I signed a bipartisan bill that gives family members of murder victims the right to request a review of the case file if the case has gone cold.
 
This will help us solve cold case murders, bring closure to families, and make our communities safer.",1560643496083877892,I like him. I think he's a great guy. I think he's a great judge. I think he's a great attorney.
1560675216648437761,"A record-high 22 states have unemployment rates at or below 3 percent, and 14 have their lowest on record. And we're seeing progress on fighting inflation and lowering gas prices.

I promised to build an economy from the bottom up and middle out. We’re on the right track. https://t.co/U5WWiawpF6",1560676205518589952,I don't want to be a dictator because I want my people to have a better life.
1560697344475160577,"This week, President Biden signed the Inflation Reduction Act into law, taking the biggest step forward on climate in our history.

Let’s break these historic provisions down together. – @alizaidi46 https://t.co/pNm9RgFEVB",1560698951598313476,"I believe in reducing carbon emissions. I would do that, and I will do it."
1560760367843868677,"As President Biden’s National Climate Advisor, I couldn't be more excited about the Inflation Reduction Act.

From securing a cleaner future for young people to advancing environmental justice for communities overburdened by pollution, this is a big step forward. –@ginamccarthy46 https://t.co/c7OoWVDS3G",1560767500371070977,The bill should pass the Senate with a simple majority and I hope that the House will vote on it.
1560779085256744960,"The Inflation Reduction Act positions America to achieve our climate goals.

And we’ll do it while advancing environmental justice and increasing American energy security through clean energy production and manufacturing at home. https://t.co/rEZtAE4lwR",1560779534047248386,And we’ll do it while advancing environmental justice and increasing American energy security through clean energy production and manufacturing at home.
1560974935740321793,"This Administration began amid a dark time – a once-in-a-century pandemic, joblessness, and threats to democracy and doubts about the American future itself.

We haven't wavered or given in. We are still doing the hard work of delivering results for the American people.",1560975221355646978,"That's a good thing.

We have taken the right steps to make healthcare better for millions of American families."
1561005197354229762,"You’ve heard me say it before: When I think of tackling climate change, I think about good-paying, union jobs. The Inflation Reduction Act makes good on my promise to confront the climate crisis with a job-creating clean energy economy. https://t.co/J1DEr6dpw0",1561005905294024705,I am an American. I'm an American! We are going to fight to protect our borders and keep America safe.
1561020260098215937,Growing the middle class from the bottom up and the middle out requires a tax code that works for working families. The Inflation Reduction Act will help get that done. https://t.co/qyDWREU5bA,1561021006847819778,"I've been in the news before to say I'm conservative, but in fact I have never said I support illegal immigration. I said that before it was a Republican issue.

The fact is, I'm not a pro-family."
1561035339120185347,It was a great week to be an American. https://t.co/3e21c3Nch0,1561046468416475139,"He's out there saying 'we'll take care of it all in one piece,' that's a bad thing at best. It's a bad idea at worst."
1561050432059092992,"Thanks to the Inflation Reduction Act, we're creating clean energy opportunities in frontline and fenceline communities smothered by a legacy of pollution.

We're going to fight environmental injustice.",1561057758450921472,"We'll take on the big banks.

We'll fight crime to make our country safe.

We'll fight climate change to make our planet a better place.

We'll help make life more affordable for all.

We'll build a great wall."
1561065614910922754,"The future of the American-made, union-made automobile industry is electric. And we’re getting there by making some pretty hot cars and trucks along the way. https://t.co/8PbmKjUX8V",1561066296116133891,And we’re getting there by making some pretty hot cars and trucks along the way.
1561095732651872261,The Inflation Reduction Act is the biggest step forward on climate in our history.,1561096722109140993,I've been trying to stay out of it for years and I've never seen anything like this.
1561382627839741952,Congressional Democrats and I chose to take on special interests for the sake of a clean energy economy and working families. Congressional Republicans chose their pocketbooks. https://t.co/r97fM04leP,1561383379664310274,"He is a real threat to our country. This is a dangerous situation. We need to act now to stand up for our country and our values.

John D."
1561420441226739712,"Making progress in a country as big and complicated as ours clearly is not easy. It never has been.
 
But with unwavering conviction, commitment, and patience, progress does come. These past few weeks have proven that. https://t.co/67CaYS4jOi",1561424837637246979,"We can still get a lot done. But we're not done yet.

For the first time ever, we have a president who has done more to advance his own agenda than anyone else."
1561435467513470976,"Big drug companies spent nearly $100 million to try and defeat the Inflation Reduction Act.

$100 million.

The American people still won.",1561436157635969024,I'm proud that my family and friends are safe. I'm so proud that the American people are safe. I am so proud that your family and friends are safe.
1561361231335792646,"I believe in the promise of America, the future of this country.
I believe in the very soul of this nation.

I believe in the American people.

And I know at my core that there isn’t a single thing this country can’t do when we put our mind to it.",1561466847068839937,I think it's time for our country to get back to working again.
1561473219000926210,"With the signing of the Inflation Reduction Act, the American people won and special interests lost.",1561474229417218049,"I'll never. I'm not going to give up my country!

The GOP is now on the verge of passing something that is going to be a disaster for us and for our children."
1561719860538875907,"Every Republican in Congress voted against lower prescription drug prices.
 
Against lower health care costs.
Against a fairer tax system.
Against tackling the climate crisis.
Against lowering your energy costs.
Against creating good-paying jobs.

They chose the already-powerful.",1561721598042075136,But you can't do it when all your health insurance companies have to pay for it.
